Dealer	StockNo	VIN	NewUsed	Year	Make	Model	Style	Engine	Transmission	ExtColor	IntColor	Mileage	Price	Accessories	Comments	Images
Byers Dublin Chevrolet	31638	1G6DW677950157560	Used	2005	Cadillac	STS	Rwd 4dr Sedan	3.6L 6-Cylinder	4-Speed Automatic	Gray	Light Gray	42618	20980	AC Climate Control, Airbags Front Side-mounted, Anti-theft Alarm System, Bench Rear Seat, Bucket Front Seats, Cruise Control, Daytime Running Lights, Fog Lights, Front Center Console with Storage, Garage Door Opener, Headlights Dusk Sensing, Heated Front Seats, Intermittent Wipers, Leather Upholstery, OnStar, Power Door Locks, Power Mirrors, Power Moonroof, Power Steering, Power Windows, Premium Bose Audio System, Privacy Glass, Rear Defogger, Rear Parking Sensors, Remote Trunk Release, Satellite Radio System, Stability Control, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control, Trip Computer, Wood Interior Trim	Heated Seats!  Factory Warranty! You can COMPARE this STS to the competition and this Cadillac comes out on TOP! It comes with about EVERYTHING like full power with POWER SUNROOF, leather interior, V6 and OnStar! 115 Point INSPECTED & CERTIFIED by our factory trained techs. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2325_1.jpg, http://66.219.133.230/bdc/bdc-2325_2.jpg, http://66.219.133.230/bdc/bdc-2325_3.jpg, http://66.219.133.230/bdc/bdc-2325_4.jpg, http://66.219.133.230/bdc/bdc-2325_5.jpg, http://66.219.133.230/bdc/bdc-2325_6.jpg, http://66.219.133.230/bdc/bdc-2325_7.jpg, http://66.219.133.230/bdc/bdc-2325_8.jpg, http://66.219.133.230/bdc/bdc-2325_9.jpg
Byers Dublin Chevrolet	31482A	1GKDT13W5X2503167	Used	1999	GMC	Jimmy	4 Dr SLT 4WD SUV	4.3L 6-Cylinder	4-Speed Automatic	Indigo Blue Metallic	Graphite	83719	6980	Air Conditioning, AM/FM Cassette Audio System, Bucket Seats, Cruise Control, Daytime Running Lights, Driver Seat 8-way Power, Front Center Console with Storage, Intermittent Wipers, Leather Upholstery, Power Door Locks, Power Moonroof, Power Steering, Power Windows, Privacy Glass, Rear Defogger, Remote Trunk Release, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Universal Remote Transmitter	Jumpin' Jimmy!  GOOD price, GOOD miles, GOOD vehicle! You NEED to check out this Jimmy, it's REALLY NICE! You get full power including POWER SUNROOF, 4x4, leather interior and privacy glass. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2326_1.jpg, http://66.219.133.230/bdc/bdc-2326_2.jpg, http://66.219.133.230/bdc/bdc-2326_3.jpg, http://66.219.133.230/bdc/bdc-2326_4.jpg, http://66.219.133.230/bdc/bdc-2326_5.jpg, http://66.219.133.230/bdc/bdc-2326_6.jpg, http://66.219.133.230/bdc/bdc-2326_7.jpg, http://66.219.133.230/bdc/bdc-2326_8.jpg, http://66.219.133.230/bdc/bdc-2326_9.jpg
Byers Dublin Chevrolet	31675	1GNEK13ZX2J171598	Used	2002	Chevrolet	Tahoe	LT 4WD 4dr SUV	5.3L 8-Cylinder	Automatic	Light Pewter Metallic	Tan/Neutral	139143	10980	Air Conditioning, Airbags Front Side-mounted, AM/FM Cassette CD Audio System, Anti-theft Alarm System, Automatic Locking Hubs, Camper/Towing Package, Center Differential - Locking, Cruise Control, Daytime Running Lights, Driver Seat 8-way Power, Fog Lights, Front Center Console with Storage, Headlights Dusk Sensing, Intermittent Wipers, Leather Upholstery, Memory Driver Seat, Passenger Seat 4-way Power, Passenger Seat Heated, Power Door Locks, Power Moonroof, Power Steering, Power Windows, Privacy Glass, Rear Audio, Rear Defogger, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Third Seat, Universal Remote Transmitter, OnStar,  Running Boards	CD & Cassette!  OH, NO, the miles are TOO HIGH, so we LOWERED THE PRICE! Get this Tahoe complete with a LEATHER INTERIOR, 4x4, 3rd seat and full power with POWER SUNROOF. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2328_1.jpg, http://66.219.133.230/bdc/bdc-2328_2.jpg, http://66.219.133.230/bdc/bdc-2328_3.jpg, http://66.219.133.230/bdc/bdc-2328_4.jpg, http://66.219.133.230/bdc/bdc-2328_5.jpg, http://66.219.133.230/bdc/bdc-2328_6.jpg, http://66.219.133.230/bdc/bdc-2328_7.jpg, http://66.219.133.230/bdc/bdc-2328_8.jpg, http://66.219.133.230/bdc/bdc-2328_9.jpg
Byers Dublin Chevrolet	31676	1GNEK13Z44R298982	Used	2004	Chevrolet	Tahoe	Z71 4WD 4dr SUV	5.3L 8-Cylinder	Automatic	Black	Tan/Neutral	87142	19980	Air Conditioning, AM/FM In-dash 6-CD Player, Anti-theft Alarm System, Automatic Locking Hubs, Cruise Control, Daytime Running Lights, Differential Locking - Center And Rear, Driver Seat 8-way Power, DVD Entertainment System, Fog Lights, Front Center Console with Storage, Garage Door Opener, Headlights Dusk Sensing, Heated Front Seats, Intermittent Wipers, Leather Upholstery, Power Adjustable Pedals, Power Door Locks, Power Driver Seat w/Memory, Power Front Passenger Seat, Power Moonroof, Power Retractable Mirrors, Power Steering, Power Windows, Premium Bose Audio System, Privacy Glass, Rear Audio, Rear Bucket Seats, Rear Defogger, Rear Window Wiper, Satellite Radio System, Skid Plates, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Third Seat, Trip Computer, Camper/Towing,  OnStar,  Side Steps	Built-In Garage Door Opener!  This Tahoe can take you EVERYWHERE, it's got the Z71 OFF-ROAD Package. Plus, you'll RIDE IN LUXURY with the POWER HEATED LEATHER SEATS, XM Satellite radio, power sunroof and DVD for the kids. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2329_1.jpg, http://66.219.133.230/bdc/bdc-2329_2.jpg, http://66.219.133.230/bdc/bdc-2329_3.jpg, http://66.219.133.230/bdc/bdc-2329_4.jpg, http://66.219.133.230/bdc/bdc-2329_5.jpg, http://66.219.133.230/bdc/bdc-2329_6.jpg, http://66.219.133.230/bdc/bdc-2329_7.jpg, http://66.219.133.230/bdc/bdc-2329_8.jpg, http://66.219.133.230/bdc/bdc-2329_9.jpg
Byers Dublin Chevrolet	31376A	1B4GP44L8YB736333	Used	2000	Dodge	Grand Caravan	4 Dr SE Passenger Van Extended	3.8L 6-Cylinder	Automatic	Aquamarine Metallic Clearcoat	Mist Gray	69641	6980	Air Conditioning, AM/FM Cassette Audio System, Cloth Upholstery, Cruise Control, Front Center Console with Storage, Intermittent Wipers, Lighted Entry System, Power Door Locks, Power Steering, Power Windows, Rear Defogger, Roof Rack, Steering Wheel Tilt Adjustable, Sunscreen Glass, Tachometer, Thirdrow Bench Seat, Trip Computer, Camper/Towing	Winter Special!  Are you HEADING to GRANDMOTHER'S HOUSE for the holidays? Then you'll NEED THE ROOM you get with this Grand Caravan. Lots of SPACE for the family, plus it's equipped with DUAL SLIDING DOORS, roof rack and front wheel drive. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2333_1.jpg, http://66.219.133.230/bdc/bdc-2333_2.jpg, http://66.219.133.230/bdc/bdc-2333_3.jpg, http://66.219.133.230/bdc/bdc-2333_4.jpg, http://66.219.133.230/bdc/bdc-2333_5.jpg, http://66.219.133.230/bdc/bdc-2333_6.jpg, http://66.219.133.230/bdc/bdc-2333_7.jpg, http://66.219.133.230/bdc/bdc-2333_8.jpg, http://66.219.133.230/bdc/bdc-2333_9.jpg
Byers Dublin Chevrolet	083150	3GCDA85DX8S574862	New	2008	Chevrolet	HHR	FWD 4dr Panel LS	2.2L	Automatic	Silverstone	Ebony	8	15918	AM/FM Stereo, CD Player, Air Conditioning, Center Arm Rest, Center Console, Cruise Control, Interval Wipers, Keyless Entry, Onstar System, Tilt Steering Wheel, Vanity Mirrors, Digital Instruments, Gauge Cluster, Tachometer, Trip Odometer, Automatic Headlights, Cargo Lamp, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Privacy Glass, Rear Window Defroster, Rear Window Wiper, Child-Proof Locks, Cloth Upholstery, Front Bucket Seats	Great Gas Mileage!  $500 UNDER invoice & YOU get the rebates! Chevrolet's NEWEST HHR is a versatile panel truck with LOTS of room, full power including REMOTE START and GM's 100000 mile warranty. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2334_1.jpg, http://66.219.133.230/bdc/bdc-2334_2.jpg, http://66.219.133.230/bdc/bdc-2334_3.jpg, http://66.219.133.230/bdc/bdc-2334_4.jpg, http://66.219.133.230/bdc/bdc-2334_5.jpg, http://66.219.133.230/bdc/bdc-2334_6.jpg, http://66.219.133.230/bdc/bdc-2334_7.jpg, http://66.219.133.230/bdc/bdc-2334_8.jpg, http://66.219.133.230/bdc/bdc-2334_9.jpg
Byers Dublin Chevrolet	083223	2G1WC583689217964	New	2008	Chevrolet	Impala	4dr Sdn 3.9L LT	3.9L	4-Speed Automatic	Slate Gray	Ebony	236	23172	AM/FM Stereo, CD Player, Air Conditioning, Center Arm Rest, Center Console, Cruise Control, Interval Wipers, Keyless Entry, Leather Steering Wheel, Onstar System, Tilt Steering Wheel, Vanity Mirrors, Rear Spoiler, Compass, Digital Instruments, Gauge Cluster, Tachometer, Trip Odometer, Automatic Headlights, Cargo Lamp, Courtesy Lights, Fog Lights, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Power Sunroof, Rear Window Defroster, Child-Proof Locks, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Leather Seats, Power Drivers Seat, Power Passenger Seat, Power Seats, Rear Bench Seat, Alloy Wheels, XM Radio	Look Out, Acura!  You nEED to drive this Impala--you WON'T BELIEVE how SMOOTH& ROOMY it is! This one offers HEATED LEATHER SEATS, full power with POWER SUNROOF and GM's 100000 mile warranty. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2335_1.jpg, http://66.219.133.230/bdc/bdc-2335_2.jpg, http://66.219.133.230/bdc/bdc-2335_3.jpg, http://66.219.133.230/bdc/bdc-2335_4.jpg, http://66.219.133.230/bdc/bdc-2335_5.jpg, http://66.219.133.230/bdc/bdc-2335_6.jpg, http://66.219.133.230/bdc/bdc-2335_7.jpg, http://66.219.133.230/bdc/bdc-2335_8.jpg, http://66.219.133.230/bdc/bdc-2335_9.jpg
Byers Dublin Chevrolet	083257	2CNDL63F786051036	New	2008	Chevrolet	Equinox	AWD 4dr LT	3.4L	Automatic	Deep Ruby Red	Light Gray	5	25033	AM/FM Stereo, CD Player, Air Conditioning, Center Arm Rest, Center Console, Cruise Control, Interval Wipers, Keyless Entry, Leather Steering Wheel, Onstar System, Tilt Steering Wheel, Vanity Mirrors, Rear Spoiler, Compass, Digital Instruments, Gauge Cluster, Tachometer, Trip Odometer, Automatic Headlights, Cargo Lamp, Courtesy Lights, Fog Lights, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Privacy Glass, Rear Window Defroster, Rear Window Wiper, Child-Proof Locks, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Leather Seats, Power Drivers Seat, Rear Bench Seat, Chrome Wheels, XM Radio	Side Air Bags!  Get this Equinox with ALL WHEEL DRIVE! It's so ROOMY and comes complete with FULL POWER including power sunroof, OnStar and GM's 100000 mile warranty. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2337_1.jpg, http://66.219.133.230/bdc/bdc-2337_2.jpg, http://66.219.133.230/bdc/bdc-2337_3.jpg, http://66.219.133.230/bdc/bdc-2337_4.jpg, http://66.219.133.230/bdc/bdc-2337_5.jpg, http://66.219.133.230/bdc/bdc-2337_6.jpg, http://66.219.133.230/bdc/bdc-2337_7.jpg, http://66.219.133.230/bdc/bdc-2337_8.jpg, http://66.219.133.230/bdc/bdc-2337_9.jpg
Byers Dublin Chevrolet	31678	1GNDT13S352168181	Used	2005	Chevrolet	TrailBlazer	LS 4WD 4dr SUV	4.2L 6-Cylinder	4-Speed Automatic	Superior Blue Metallic	Light Gray	30706	15480	Air Conditioning, Anti-Theft Alarm System, Automatic Locking Hubs, Bucket Front Seats, Camper/Towing Package, Center Differential - Locking, Cloth Upholstery, Cruise Control, Daytime Running Lights, Front Center Console with Storage, Headlights Dusk Sensing, Intermittent Wipers, Keyless Entry System, Power Door Locks, Power Driver Seat, Power Moonroof, Power Steering, Power Windows, Privacy Glass, Rear Folding Seats, Rear Window Defroster, Rear Window Wiper, Remote Power Door Locks, Roof Rack, Satellite Radio System, Steering Wheel Tilt Adjustable, Tachometer	We Got Trailblazers!  Factory Warranty! The ONLY PLACE with more Trailblazers is the FACTORY! Pre-Owned or New, we got 'em! This one just arrived and has about EVERYTHING. You get FULL POWER including power sunroof, 4x4, TOW PACKAGE and alloy wheels. GM CERTIFIED! ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2338_1.jpg, http://66.219.133.230/bdc/bdc-2338_2.jpg, http://66.219.133.230/bdc/bdc-2338_3.jpg, http://66.219.133.230/bdc/bdc-2338_4.jpg, http://66.219.133.230/bdc/bdc-2338_5.jpg, http://66.219.133.230/bdc/bdc-2338_6.jpg, http://66.219.133.230/bdc/bdc-2338_7.jpg, http://66.219.133.230/bdc/bdc-2338_8.jpg, http://66.219.133.230/bdc/bdc-2338_9.jpg
Byers Dublin Chevrolet	31699	1GYFK63887R232208	Used	2007	Cadillac	Escalade	4dr SUV AWD	6.2L 8-Cylinder	Automatic	Quicksilver	Ebony leather	13341	48980	Air Conditioning - Three Zone Climate Control, Audio System - AM/FM In-dash Single CD/DVD 6-CD Changer With CD MP3 Playback, Bucket Front Seats, Child Safety Locks, Compass, Cruise Control, Dash Trim - Alloy Leather And Wood, Daytime Running Lights, Door Trim - Leather And Wood, Driver Seat Heated, Driver Seat Power Lumbar, Fog Lights, Headlights - Xenon High Intensity Discharge, Headlights Auto Delay Off, Heated - Multi-level Heating Rear Seat, Leather Upholstery, Memory Driver Seat, Memory Exterior Mirrors, Mirrors Reverse Tilt, Passenger Seat Heated, Passenger Seat Power Lumbar, Power Mirrors, Power Retractable Mirrors, Premium Speakers - Bose, Rear Audio, Rear Defogger, Rear Door Type - Power Liftgate, Rear Parking Sensors, Rearview Mirror Electrochromatic, Remote Anti-theft Alarm System, Satellite Comms - OnStar W/Turn-by-Turn Navigation, Shift Knob Leather, Signal Mirrors, Steering Wheel Audio and Cruise Ctrls, Steering Wheel Leather and Wood, Steering Wheel Tilt Adjustable, Traction Control, Trip Computer, Universal Remote Transmitter, XM Radio,  Power Sunroof,  DVD	Maximum SUV!  Balance of GM's 100000 mile warranty! It's GM's BEST SUV, the Escalade! You'll NEVER GET LOST, it comes with OnStar Turn-By-Turn Navigation! ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2339_1.jpg, http://66.219.133.230/bdc/bdc-2339_2.jpg, http://66.219.133.230/bdc/bdc-2339_3.jpg, http://66.219.133.230/bdc/bdc-2339_4.jpg, http://66.219.133.230/bdc/bdc-2339_5.jpg, http://66.219.133.230/bdc/bdc-2339_6.jpg, http://66.219.133.230/bdc/bdc-2339_7.jpg, http://66.219.133.230/bdc/bdc-2339_8.jpg, http://66.219.133.230/bdc/bdc-2339_9.jpg
Byers Dublin Chevrolet	31697	1G2ZH528854155805	Used	2005	Pontiac	G6	GT 4dr Sedan	3.5L 6-Cylinder	Automatic	Granite Metallic	Ebony	39960	14980	Adjustable Pedals, Air Conditioning, Audio Steering Wheel Controls, Bench Rear Seat, Bucket Front Seats, Chrome Wheels, Cruise Control, Daytime Running Lights, Fog Lights, Front Center Console with Storage, Headlights Dusk Sensing, Heated Front Seats, Intermittent Wipers, Leather Seats, OnStar, Power Door Locks, Power Driver Seat, Power Mirrors, Power Moonroof, Power Panorama Roof, Power Steering, Power Windows, Rear Defogger, Rear Folding Seats, Rear Spoiler, Remote Trunk Release, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control	Power Panorama Roof!  What a SHARP Pontiac! This G6 comes with LEATHER HEATED SEATS, full power including POWER SUNROOF, V6 and front wheel drive. Plus, it drives PERFECT! ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2340_1.jpg, http://66.219.133.230/bdc/bdc-2340_2.jpg, http://66.219.133.230/bdc/bdc-2340_3.jpg, http://66.219.133.230/bdc/bdc-2340_4.jpg, http://66.219.133.230/bdc/bdc-2340_5.jpg, http://66.219.133.230/bdc/bdc-2340_6.jpg, http://66.219.133.230/bdc/bdc-2340_7.jpg, http://66.219.133.230/bdc/bdc-2340_8.jpg, http://66.219.133.230/bdc/bdc-2340_9.jpg
Byers Dublin Chevrolet	31695	1GNDT13S442411690	Used	2004	Chevrolet	TrailBlazer	LT 4WD 4dr SUV	4.2L 6-Cylinder	4-Speed Automatic	Dark Green Metallic	Medium Pewter	34757	15980	Air Conditioning, AM/FM CD Audio System, Anti-theft Alarm System, Audio Steering Wheel Controls, Automatic Climate Control (2 Zone) - Driver and Passenger, Automatic Locking Hubs, Center Differential - Locking, Cruise Control, Daytime Running Lights, Driver Seat 8-way Power, DVD Entertainment System, Fog Lights, Front Center Console with Storage, Headlights Dusk Sensing, Heated Front Seats, Intermittent Wipers, Leather Seats, Leather Steering Wheel Trim, OnStar, Overhead Console, Power Adjustable Pedals, Power Door Locks, Power Front Passenger Seat, Power Steering, Power Windows, Privacy Glass, Rear Audio Controls, Rear Defogger, Satellite Radio System, Steering Wheel Tilt Adjustable, Tachometer, Trip Computer, Universal Remote Transmitter, Camper/Towing,  Running Boards	DVD Entertainment!  YUCK, it's SNOWING! But, with this TrailBlazer 4x4, you'll go thru it in STYLE. Check out the FULL POWER with power adjustable pedals, RUNNING BOARDS, leather interior and TOW PACKAGE. GM CERTIFIED! ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2341_1.jpg, http://66.219.133.230/bdc/bdc-2341_2.jpg, http://66.219.133.230/bdc/bdc-2341_3.jpg, http://66.219.133.230/bdc/bdc-2341_4.jpg, http://66.219.133.230/bdc/bdc-2341_5.jpg, http://66.219.133.230/bdc/bdc-2341_6.jpg, http://66.219.133.230/bdc/bdc-2341_7.jpg, http://66.219.133.230/bdc/bdc-2341_8.jpg, http://66.219.133.230/bdc/bdc-2341_9.jpg
Byers Dublin Chevrolet	31698	2CNDL63F276080216	Used	2007	Chevrolet	Equinox	LT 4dr SUV	3.4L 6-Cylinder	Automatic	Black	Light Cashmere leather	29277	17980	40-60 Split Bench Rear Seat, Air Conditioning, Airbags Occupant Sensing Deactivation, AM/FM CD Audio System, Anti-Lock Brakes, Brakes - Front and Rear Disc, Bucket Front Seats, Cargo Area Light, Child Safety Locks, Cruise Control, Daytime Running Lights, Depowered Airbags, Driver Seat Height Adjustable, Electric Speed-proportional Power Steering, Engine Immobilizer, Front Center Console with Storage, Headlights Dusk Sensing, Intermittent Wipers, Liftgate Window - Fixed, Low Fuel Level Indicator, Power Door Locks, Power Mirrors, Power Outlets - 12V Front 12V Rear And 12V Cargo Area, Power Windows, Privacy Glass, Reading Lights, Rear Defogger, Rear Folding Seats, Rear Liftgate Door, Rear Spoiler, Rear Wiper, Remote Anti-theft Alarm System, Retained Accessory Power, Stability Control, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Traction Control, XM Satellite Radio, Alloy Wheels	Anti-Lock Brakes!  Balance of GM's 100000 mile warranty! The CROSSOVER Equinox rides & drives like a car, yet has the VERSATILITY of a SUV. There's LOTS OF ROOM, full power including CRUISE CONTROL and a V6. GM CERTIFIED! ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2343_1.jpg, http://66.219.133.230/bdc/bdc-2343_2.jpg, http://66.219.133.230/bdc/bdc-2343_3.jpg, http://66.219.133.230/bdc/bdc-2343_4.jpg, http://66.219.133.230/bdc/bdc-2343_5.jpg, http://66.219.133.230/bdc/bdc-2343_6.jpg, http://66.219.133.230/bdc/bdc-2343_7.jpg, http://66.219.133.230/bdc/bdc-2343_8.jpg, http://66.219.133.230/bdc/bdc-2343_9.jpg
Byers Dublin Chevrolet	31700	1GKGK26K97R378616	Used	2007	GMC	Yukon XL	SLE 2500 4dr SUV 4WD	6L 8-Cylinder	Automatic	Summit White	Light Titanium leather	19611	38980	4wd Type - On Demand, Air Conditioning, AM/FM Stereo w/CD Player and Navigation, Automatic Locking Hubs, Bucket Front Seats, Child Safety Locks, Compass, Cruise Control, Daytime Running Lights, Differential Locking - Center And Rear, Driver Seat 6-way Power, Driver Seat Height Adjustable, Dual Zone Automatic Air Conditioning, External Temp, Fog Lights, Headlights Auto Delay Off, Headlights Dusk Sensing, Liftgate Manual Flip-up Window, Power Door Locks, Power Liftgate, Power Mirrors, Power Outlets - 12V Front 12V Rear And 12V Cargo Area, Power Steering, Power Sunroof, Power Windows, Privacy Glass, Reading Lights, Rear Audio, Rear Defogger, Rear Folding Seats, Rear Liftgate Door, Rear Wiper, Rearview Mirror Electrochromatic, Remote Anti-theft Alarm System, Steering Wheel Audio and Cruise Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Transfer Case - Electronic Hi-lo Gear Selection, Trip Computer, XM Radio,  Rear Parking Assist Camera,  DVD	GMC's Best SUV!  WOW, this is a SERIOUS Yukon! It's a 3/4 TON ready for your BIGGEST LOAD! You get full power with POWER SUNROOF, navigation with REAR PARKING ASSIST CAMERA, 4x4, and DVD to keep the kids occupied. OH, I almost forgot, you get the balance of GM's 100000 mile warranty. ONLY SHANNON can HOOK YOU UP with this SPECIAL INTERNET PRICE! HERE’S what to do NEXT-- 1) Call SHANNON Hutchison at 888-805-7533 NOW 2) PRINT this ad 3) ASK for SHANNON Hutchison when you COME IN for your INTERNET SPECIAL PRICING.GOOD credit, BAD credit, we have financing for YOU! Vehicle History Report Available. The Byers Family has been in business for over 100 years, we'll be here when you need us.	http://66.219.133.230/bdc/bdc-2344_1.jpg, http://66.219.133.230/bdc/bdc-2344_2.jpg, http://66.219.133.230/bdc/bdc-2344_3.jpg, http://66.219.133.230/bdc/bdc-2344_4.jpg, http://66.219.133.230/bdc/bdc-2344_5.jpg, http://66.219.133.230/bdc/bdc-2344_6.jpg, http://66.219.133.230/bdc/bdc-2344_7.jpg, http://66.219.133.230/bdc/bdc-2344_8.jpg, http://66.219.133.230/bdc/bdc-2344_9.jpg
